model,metric,vision_corruption,image_severity,text_corruption,text_severity,seed_a,seed_b,spearman_rho,p,n
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_blur,5,none,0,1,2,-0.056489237218311006,0.07417406319733959,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,1,none,0,0,1,-0.018930159647727336,0.549887258125923,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,1,none,0,0,2,0.002902442765971165,0.9269612687385118,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,1,none,0,1,2,-0.03463832416258601,0.2738153644451697,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,2,none,0,0,1,-0.026000846036951554,0.4114586467941296,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,2,none,0,0,2,0.014951602909359376,0.6367510373390664,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,2,none,0,1,2,-0.03452259451491481,0.2754225228403135,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,3,none,0,0,1,-0.004980643875917291,0.8750038701442974,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,3,none,0,0,2,0.02116494684063075,0.5037939537823217,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,3,none,0,1,2,-0.07103592053662294,0.02467956465113221,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,4,none,0,0,1,0.01472022143712641,0.6419763859309654,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,4,none,0,0,2,0.011647609296910204,0.7129615591543611,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,4,none,0,1,2,-0.0718951157883675,0.022988701340661766,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,5,none,0,0,1,-0.005624711679192877,0.8589994711680402,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,5,none,0,0,2,-0.0077946240493197705,0.8055404912925994,1000
pecore_l14_336,per_pair_recall_at_1_i2t,gaussian_noise,5,none,0,1,2,-0.038312601567105226,0.2260947759719802,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,1,0,1,0.03991628240483696,0.20724127065163928,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,1,0,2,-0.019065328777240775,0.5470414756407973,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,1,1,2,-0.07962784097046582,0.011772053780811463,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,2,0,1,-0.01752172193702802,0.5799655931858321,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,2,0,2,-0.054761555610252886,0.08347933756140122,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,2,1,2,-0.044757590566751645,0.1572744712184204,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,3,0,1,0.000365015073577776,0.990801908298497,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,3,0,2,-0.02676992779511087,0.3977579519765299,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,3,1,2,-0.0068474989356131655,0.8287783542030515,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,4,0,1,0.028843190598723898,0.3622160525577158,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,4,0,2,-0.021259146445465435,0.5018967723986684,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,4,1,2,-0.02228337916671484,0.4815147429877368,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,5,0,1,0.027041904336323124,0.3929793520426664,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,5,0,2,0.014245986884529912,0.6527414121171157,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,mask,5,1,2,0.01686463119453553,0.5942569618242176,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,1,0,1,0.08789497355002639,0.005412645476408364,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,1,0,2,-0.03729411571041069,0.23868565008113096,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,1,1,2,-0.04714446884868339,0.1362760945035396,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,2,0,1,-0.02695389441376335,0.3945218622859247,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,2,0,2,0.014750752666327511,0.6412858692981431,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,2,1,2,-0.0040421479547428935,0.8984144127190559,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,3,0,1,0.05116680843175883,0.10586271174153229,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,3,0,2,-0.0037136725951500272,0.9066301200243978,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,3,1,2,-0.027817985198955293,0.37953589168299795,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,4,0,1,-0.007635731047305941,0.8094276004552016,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,4,0,2,-0.008227563305787972,0.7949737846618115,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,4,1,2,-0.04699971545434175,0.13748465313527836,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,5,0,1,0.010006450680772714,0.7519691876757545,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,5,0,2,0.10794796884794072,0.0006277297733367762,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,replace,5,1,2,-0.02017735978024908,0.5239092735313955,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,1,0,1,0.05738735059834745,0.06968193155908482,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,1,0,2,-0.041288927487700695,0.19203118844917932,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,1,1,2,-0.03936005354529114,0.2136470553803696,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,2,0,1,0.02165060745579936,0.49405336034531644,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,2,0,2,-0.08693093110436234,0.005945573409380797,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,2,1,2,-0.06491798498887405,0.04012258382739777,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,3,0,1,0.033803324556980784,0.28555514972968365,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,3,0,2,-0.07299815390545626,0.020965917277268115,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,3,1,2,-0.07025570706353518,0.026307140202049467,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,4,0,1,0.055465183397176904,0.07958157760536284,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,4,0,2,-0.030463278150950828,0.33587285303395287,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,4,1,2,-0.008585026103442334,0.7862773506157898,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,5,0,1,0.03641427922897772,0.24995365917750903,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,5,0,2,-0.05252161801233321,0.09692494072134532,1000
pecore_l14_336,per_pair_recall_at_1_t2i,none,0,shuffle,5,1,2,-0.011947037014533122,0.7059213740903595,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,1,none,0,0,1,0.028124346890004707,0.374307706324591,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,1,none,0,0,2,0.024325722234782007,0.44225048900185954,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,1,none,0,1,2,-0.027762341408976477,0.3804902647441474,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,2,none,0,0,1,0.015548094589278891,0.6233637420014726,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,2,none,0,0,2,0.021896612127435256,0.48915805888778385,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,2,none,0,1,2,-0.050709155600947964,0.10902525109908277,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,3,none,0,0,1,0.043682043886479414,0.1675008525287185,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,3,none,0,0,2,0.036590418746466714,0.24766865473669028,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,3,none,0,1,2,-0.01890978668568433,0.5503168109524735,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,4,none,0,0,1,0.013931177243424929,0.6599277911878879,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,4,none,0,0,2,-0.038500119611234486,0.2238291778473148,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,4,none,0,1,2,-0.002123830581872693,0.9465200094623626,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,5,none,0,0,1,0.06103769035214114,0.05366058090830197,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,5,none,0,0,2,0.024209779599371626,0.44442935467093286,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,cutout,5,none,0,1,2,-0.03595807338274137,0.2559401065189544,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,1,none,0,0,1,-0.020262537720082144,0.5221582951603573,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,1,none,0,0,2,-0.007735926479077483,0.8069758971661708,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,1,none,0,1,2,-0.02600418877628908,0.411398499386695,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,2,none,0,0,1,-0.0033903637233681358,0.9147263630104888,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,2,none,0,0,2,0.022389146157022775,0.47943592544153285,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,2,none,0,1,2,-0.04359170440430969,0.16838200057363106,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,3,none,0,0,1,-0.02245255633704828,0.4781919664872407,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,3,none,0,0,2,0.02591540869407909,0.41299772710144844,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,3,none,0,1,2,-0.04239869318401313,0.18034617536250963,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,4,none,0,0,1,-0.0205926955268798,0.5153998352179837,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,4,none,0,0,2,0.02156209837068829,0.4958210027394171,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,4,none,0,1,2,-0.017621388115217726,0.5778120389572201,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,5,none,0,0,1,0.02834566546156448,0.37055862602706724,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,5,none,0,0,2,-0.00015489171209715776,0.9960967803488712,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_blur,5,none,0,1,2,-0.004892649991917406,0.8771945454513452,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,1,none,0,0,1,-0.015559718573766177,0.6231040717300285,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,1,none,0,0,2,0.02299164004148166,0.46768788591426697,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,1,none,0,1,2,-0.0354746621961049,0.2623913057639721,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,2,none,0,0,1,-0.017607991550659872,0.5781012888531147,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,2,none,0,0,2,0.04737879704915757,0.13433704641474417,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,2,none,0,1,2,-0.03534943639622033,0.2640805946964591,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,3,none,0,0,1,-0.03547561099617929,0.26237853501612823,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,3,none,0,0,2,0.024149623372818382,0.44556225338655586,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,3,none,0,1,2,-0.06730213962315824,0.03333444637536119,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,4,none,0,0,1,-0.02347612766242337,0.4583575852917472,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,4,none,0,0,2,0.019027538221022558,0.5478363653902222,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,4,none,0,1,2,-0.07676665913379419,0.015177217283189897,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,5,none,0,0,1,-0.014569749428535339,0.6453840789899159,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,5,none,0,0,2,-0.036689133062312695,0.24639446710936086,1000
siglip2_so400m_384,per_pair_recall_at_1_i2t,gaussian_noise,5,none,0,1,2,-0.040699981588369794,0.19845369170648047,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,1,0,1,0.0001055645473069611,0.9973398028294039,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,1,0,2,-0.022938800748947916,0.4687117864468115,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,1,1,2,-0.038216633447493445,0.22726056633568417,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,2,0,1,-0.06203714714667873,0.04985307625108663,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,2,0,2,-0.037129298988215646,0.24076873509570568,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,2,1,2,-0.03872978186674581,0.2210765358459225,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,3,0,1,0.017862583521865063,0.5726159765172686,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,3,0,2,-0.027352871097971614,0.38755846960570095,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,3,1,2,-0.06296552225539938,0.046521604555036976,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,4,0,1,0.010586825182454952,0.7380962577663129,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,4,0,2,-0.00361408739124463,0.9091229223079151,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,4,1,2,-0.06537638151858391,0.038733346264428065,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,5,0,1,-0.015917155748982472,0.6151421846974375,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,5,0,2,0.03809570950562038,0.22873559632798546,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,mask,5,1,2,0.02910400854370528,0.3578899358431444,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,1,0,1,-0.016252283455868877,0.607718100172112,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,1,0,2,-0.01536185710269756,0.627530492360736,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,1,1,2,0.005586096710438478,0.8599574512961471,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,2,0,1,-0.03170277927375929,0.3165717222847357,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,2,0,2,-0.004221232677770396,0.8939397282444653,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,2,1,2,-0.015862347645727696,0.6163601290159489,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,3,0,1,-0.004344453740742783,0.8908628235638294,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,3,0,2,-0.03478622101660545,0.2717708262866747,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,3,1,2,0.02528408419748353,0.42447563262774096,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,4,0,1,-0.04003782931795576,0.20586020232663124,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,4,0,2,-0.041192709159854485,0.19306989639688063,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,4,1,2,-0.016521424660494253,0.601784874196111,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,5,0,1,-0.03299329236918886,0.29726410359139577,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,5,0,2,0.03505267068918875,0.2681138016621583,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,replace,5,1,2,0.041219179883605093,0.19278372628851936,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,1,0,1,-0.041852274239257886,0.1860319130976927,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,1,0,2,-0.025394824088324823,0.4224489486396146,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,1,1,2,-0.02072334874312009,0.5127378906016116,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,2,0,1,-0.026057731018948257,0.4104358001210172,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,2,0,2,-0.04222925665039365,0.18209528062021002,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,2,1,2,-0.04071795853497927,0.19825535924909302,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,3,0,1,-0.01160113274164309,0.7140565326191418,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,3,0,2,-0.021271436237834715,0.5016495345081482,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,3,1,2,0.01240286748623122,0.6952520856386986,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,4,0,1,0.023346347724713383,0.46084662689242667,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,4,0,2,-0.0791288303546669,0.012312141534582068,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,4,1,2,-0.003845323298506945,0.9033360719009021,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,5,0,1,0.02782503176126386,0.37941513769597274,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,5,0,2,-0.07183040096113572,0.023112463626941727,1000
siglip2_so400m_384,per_pair_recall_at_1_t2i,none,0,shuffle,5,1,2,-0.040370954252482716,0.20210934336399955,1000
